1	right_lung_mass
2	right_lung_mass
5	right_lung_mass
7	right_lung_mass
8	left_lung_mass
9	right_lung_mass
10	left_lung_mass
11	right_lung_mass
12	pericardium_2
15	right_lung_mass
16	right_upper_lobe_primary_5
17	left_lung_mass
18	right_lung_mass
20	right_lung_mass left_lung_mass
21	right_lung_mass
22	right_upper_lobe_primary_5
23	pericardium_2
24	right_lung_mass left_lung_mass
25	right_lung_mass
26	right_lung_mass
27	right_upper_lobe_primary_5
28	right_upper_lobe_primary_5
30	right_lung_mass
31	right_lung_mass
32	right_lung_mass
33	right_lung_mass
34	right_lung_mass
35	right_upper_lobe_primary_5
36	right_lung_mass
37	right_lung_mass
39	right_lung_mass left_lung_mass
41	right_lung_mass
42	right_upper_lobe_primary_5
45	right_upper_lobe_primary_5
46	right_lung_mass
47	right_lung_mass
48	right_lung_mass
49	right_upper_lobe_primary_5
50	right_lung_mass
52	right_lung_mass
53	right_lung_mass
54	right_lung_mass
55	pericardium_2 right_lung_mass left_lung_mass
56	right_upper_lobe_primary_5
57	right_upper_lobe_primary_5
