4	45
13	41
21	48
25	13
2	25
2	19
13	6
25	11
27	22
39	55
45	2
15	53
4	27
25	20
24	31
41	3
20	24
55	18
22	56
53	21
56	35
11	15
19	39
3	30
18	34
48	5
20	17
19	12
24	33
31	26
6	14
24	52
22	16
35	49
30	1
34	7
39	8
5	9
17	10
12	23
33	32
24	36
24	37
6	46
26	47
14	50
52	54
16	28
49	42
16	57
