vertex,label
2,right_lower_lobe_primary_1
1,right_lower_lobe_primary_1
23,right_lower_lobe_primary_1
30,surgery_lymph_node_1
32_0,right_lower_lobe_primary_1
4,right_lower_lobe_primary_1
14,right_lower_lobe_primary_1
7,right_lower_lobe_primary_1
5,paraaortic_mass_2
10,paraaortic_mass_2
35,paraaortic_mass_3
6,paraaortic_mass_3
9,paraaortic_mass_3
20,paraaortic_mass_2
11,paravertebral_mass
16,paraaortic_mass_2
36,right_pleura_relapse
15,paraaortic_mass_1
13_0,paravertebral_mass
34,paraaortic_mass_1
25,paraaortic_mass_1
19,surgery_lymph_node_1
45,surgery_lymph_node_1
29,paravertebral_mass
22,paravertebral_mass
37,paraaortic_mass_2
51,paravertebral_mass
24,paraaortic_mass_3
12,paraaortic_mass_3
26,paraaortic_mass_3
28,right_lower_lobe_primary_1
8,right_lower_lobe_primary_1
31,lung_mass_side_unknown
18,lung_mass_side_unknown
46,lung_mass_side_unknown
21,paraaortic_mass_1
39,paravertebral_mass
43,paravertebral_mass
40,right_lower_lobe_primary_1
17,right_lower_lobe_primary_1
44,right_lower_lobe_primary_1
3,paravertebral_mass
49,right_pleura_relapse
38,right_pleura_relapse
33_0,lung_mass_side_unknown
33_1,paraaortic_mass_3
13_1,lung_mass_side_unknown
13_2,paraaortic_mass_2
27,lung_mass_side_unknown
32_1,surgery_lymph_node_1
dummy_root,right_lower_lobe_primary_1
