vertex,label
1,lung
2,primary
3,primary
5,primary
7,primary
9,cardiac
10,lung
11,lung
12,cardiac
13,primary
14,primary
15,lung
16,cardiac
17,primary
18,lung
19,lung
20,lung
21,primary
22,primary
23,primary
24,cardiac
25,primary
27,primary
28,cardiac
29,lung
30,primary
31,primary
32,primary;lung
34,lung
35,primary
36,cardiac
37,primary;lung
39,primary
40,primary
41,primary
42,cardiac
43,cardiac
44,primary
45,cardiac
47,primary
48,primary
50,lung
