2	right_upper_lobe_primary_4
3	right_upper_lobe_primary_4 4th_rib_1 left_frontal_lobe1
6	4th_rib_1
7	adrenal_adjacent_lymph_node
8	liver_2 liver_4 liver_6 liver_7 liver_8 liver_9
9	adrenal_adjacent_lymph_node
10	left_adrenal_1
11	retroperitoneal_lymph_node
12	4th_rib_1
13	right_upper_lobe_primary_4
15	right_upper_lobe_primary_4
16	liver_2
17	l4_vertebra_1
18	right_upper_lobe_primary_4
19	right_upper_lobe_primary_4
20	left_adrenal_relapse right_upper_lobe_primary_4 left_frontal_lobe1
21	left_adrenal_relapse
22	right_upper_lobe_primary_4
23	right_upper_lobe_primary_4
24	left_frontal_lobe1
25	right_occipital_lobe
26	right_upper_lobe_primary_4
27	right_adrenal_1
28	right_adrenal_1 left_retroperitoneal_lymph_node retroperitoneal_lymph_node
29	liver_10
31	liver_2
32	right_upper_lobe_primary_4
33	right_upper_lobe_primary_4
34	l4_vertebra_1
36	right_occipital_lobe
37	right_adrenal_1
38	liver_6
39	liver_9
40	liver_3
41	left_adrenal_relapse
42	left_frontal_lobe1
43	left_frontal_lobe1
44	right_upper_lobe_primary_4
45	left_adrenal_1
46	liver_5
47	left_retroperitoneal_lymph_node
49	left_frontal_lobe1
51	liver_3
52	left_frontal_lobe1
54	left_adrenal_1
55	left_adrenal_1
59	right_adrenal_1
60	left_adrenal_1
61	liver_3
62	right_upper_lobe_primary_4
63	left_adrenal_1
64	right_occipital_lobe
65	right_occipital_lobe
66	l4_vertebra_1
68	right_adrenal_1
70	adrenal_adjacent_lymph_node
71	l4_vertebra_1
72	liver_7
73	right_upper_lobe_primary_4
74	right_upper_lobe_primary_4
75	right_adrenal_1
76	liver_9
77	liver_8
78	liver_4
79	right_upper_lobe_primary_4
81	l4_vertebra_1
83	right_upper_lobe_primary_4
84	right_upper_lobe_primary_4
85	left_frontal_lobe1
86	liver_3
89	retroperitoneal_lymph_node
90	4th_rib_1
91	liver_7
92	left_frontal_lobe1
94	liver_3
95	liver_3
96	right_upper_lobe_primary_4
98	left_adrenal_1
99	left_frontal_lobe1
101	right_upper_lobe_primary_4
102	right_occipital_lobe
103	right_upper_lobe_primary_4
104	right_upper_lobe_primary_4
