3	right_upper_lobe_primary_6
4	liver_right_relapse_2 left_adrenal_2 liver_left_lobe_1 right_lower_lobe_4
5	left_upper_lobe_5
6	left_upper_lobe_5
7	right_middle_lobe_1
10	left_adrenal_2
11	liver_left_lobe_1
13	right_lower_lobe_14 left_upper_lobe_4
15	liver_left_lobe_1
16	right_upper_lobe_2
17	right_upper_lobe_2
18	right_lower_lobe_4
20	right_upper_lobe_primary_6
21	right_upper_lobe_primary_6
22	left_upper_lobe_5
24	liver_left_lobe_1
25	right_upper_lobe_primary_6
26	right_upper_lobe_primary_6
28	left_upper_lobe_4
30	right_lower_lobe_4
32	right_upper_lobe_primary_6
33	left_upper_lobe_5
34	left_upper_lobe_13
36	right_upper_lobe_primary_6
37	left_upper_lobe_6
39	liver_right_lobe_2
41	liver_right_lobe_2
