vertex,label
1,primary
2,lung
3,primary
4,primary
5,su_lymphnode
6,lung
7,lung
8,lung
9,primary
10,lung
11,lung
12,lung
13,su_lymphnode
14,lung
15,primary
16,lung
18,lung
19,primary
20,primary
21,lung
22,lung
23,primary
25,primary
27,su_lymphnode
28,primary
29,su_lymphnode
31,primary
