14	17
1	14
17	53
17	46
53	30
53	44
14	4
46	16
1	57
17	38
30	34
44	43
14	22
17	9
4	37
44	5
16	41
1	12
17	10
30	51
57	6
44	7
46	8
38	11
17	13
34	15
17	18
43	19
14	20
22	21
9	23
14	24
44	25
30	26
17	27
44	28
37	29
5	31
41	32
17	33
44	35
44	36
37	39
44	40
44	42
12	45
10	47
37	48
14	49
37	50
44	55
37	56
51	52
1	54
