2	pericardium_3 pericardium_5 left_kidney greater_curve_lymph_node mediastinal_lymph_node_7 omental_mass peritoneal-mesentry_3 peritoneal-mesentry_6 peritoneal-mesentry_7 peritoneal-mesentry_10 peritoneal-mesentry_11 right_diaphragm_2
3	chest_wall
4	chest_wall
5	mediastinal_lymph_node_6
7	left_upper_lobe_primary_4
8	left_upper_lobe_primary_4
10	left_upper_lobe_primary_4
11	left_upper_lobe_primary_4
12	left_upper_lobe_primary_4
13	left_upper_lobe_primary_4
14	left_upper_lobe_primary_4
15	left_upper_lobe_primary_4
16	left_upper_lobe_primary_4
17	left_pleural_relapse
19	left_upper_lobe_primary_4
20	left_upper_lobe_primary_4
21	ascending_aorta_nodule
23	left_upper_lobe_primary_4
24	left_upper_lobe_primary_4
25	left_lower_lobe_3
26	left_upper_lobe_primary_4
28	peritoneal-mesentry_8
29	peritoneal-mesentry_4
30	left_pleural_relapse left_chest_wall_1 left_chest_wall_2
32	abdominal_wall
33	peritoneal-mesentry_2
34	left_upper_lobe_primary_4
35	left_lower_lobe_3
36	mediastinal_lymph_node_5
37	left_chest_wall_1
38	pericardium_4
41	left_lower_lobe_3
42	left_chest_wall_2
43	peritoneal-mesentry_1
44	left_pleural_relapse ascending_aorta_nodule
45	left_lower_lobe_6
46	mediastinal_lymph_node_6
47	greater_curve_lymph_node
48	pericardium_5
51	left_upper_lobe_primary_4
52	left_chest_wall_1
53	peritoneal-mesentry_9
54	right_ventricle
56	left_upper_lobe_primary_4
57	right_diaphragm_1
